number,age,response_id,gender,fav_char,choice_dictation,Socialiser,Achiever,Explorer,Killer,platform,class,character_gender,Self.Monitoring,Nondisclosure.of.Imperfection,Nondisplay.of.Imperfection,Perfectionistic.Self.Promotion,Openness.To.Experience,Agreeableness,Conscienctiousness,Neuroticism,Extraversion
595,21 - 24,R_1rc8Xoog7Em7qES,Male,Soldier: 76,85,2,1,4,3,XBox,Offense,Male,17,1.285714286,3.2,2.5,3.285714286,4,4.1,2,4.888888889
596,30 - 34,R_31TNno4jFoF1TGF,Male,Mercy,54,2,1,3,4,PC,Support,Female,16,3.428571429,5.5,4,4.142857143,4,2.8,4.375,2.222222222
597,25 - 29,R_1CdAMp4EA1GzYk6,Male,Tracer,83,2,1,3,4,Playstation,Offense,Female,10,4.285714286,4.8,3.2,3.142857143,4,3,2.125,2.333333333
598,18 - 20,R_b2BmJRYWE1Go7mx,Female,Sombra,70,2,1,4,3,Playstation,Offense,Female,8,4,4.6,3.8,4,3.857142857,3.1,3,2.444444444
599,25 - 29,R_PSAcxmLVrEnXPQl,Male,Winston,70,2,1,3,4,PC,Tank,Male,NA,2.714285714,5.7,3.6,4.571428571,4.285714286,1.8,3.875,2.666666667
600,25 - 29,R_1pYVsiV5XEvNu7a,Male,Zenyatta,30,1,4,2,3,Playstation,Support,Male,9,1.857142857,4.8,3.3,4.714285714,4.714285714,4.1,3.375,2.777777778
601,18 - 20,R_XYSpToF9qDUmAwh,Female,Ana,61,1,2,4,3,Playstation,Support,Female,14,2.714285714,3.1,2.3,4.428571429,4.142857143,3.6,4.75,3
602,18 - 20,R_3P4WPh5ugYtQEwT,Male,D. Va,11,2,1,4,3,PC,Tank,Female,15,2.142857143,4.9,4,5,3.428571429,3.1,2.25,2.444444444
603,25 - 29,R_2tG05wH8gM9Pi5b,Male,Zenyatta,48,1,2,3,4,Playstation,Support,Male,18,1.714285714,3.4,2.6,3.142857143,3.857142857,2.8,3.25,4.444444444
604,25 - 29,R_sLhVi3cDmgzKwp3,Male,Ana,49,1,2,4,3,XBox,Support,Female,14,4.428571429,6.1,4.6,4.714285714,3.714285714,2.6,3.5,2.444444444
605,25 - 29,R_VUMhSwwFOWkL72N,Male,Sombra,91,2,1,4,3,Playstation,Offense,Female,10,2.571428571,4,2,3.857142857,4.285714286,2.8,1.375,2.222222222
606,18 - 20,R_2CfbZuYg0YrJ27o,Male,Genji,50,2,1,4,3,PC,Offense,Male,19,5.142857143,6.6,6.2,3.428571429,3.714285714,3.1,3.125,2.444444444
607,18 - 20,R_yUE6UGYYbccPgM9,Male,Tracer,64,2,1,4,3,Playstation,Offense,Female,21,4.714285714,5.2,4.5,4,3.571428571,3.2,3.875,3.888888889
608,18 - 20,R_2woyc5zteNhOhkK,Male,Symmetra,27,3,1,2,4,XBox,Support,Female,17,4.285714286,5.8,4.5,3.714285714,3.857142857,2.8,3.375,2.888888889
609,30 - 34,R_3fI7veYL83cQ2XV,Male,Reinhardt,70,1,2,4,3,PC,Tank,Male,12,3.714285714,3.3,3.6,3.571428571,4.714285714,4.2,1.125,3.777777778
610,25 - 29,R_3oYqYIAMoBijhjK,Male,Tracer,70,2,1,4,3,Playstation,Offense,Female,16,3.142857143,4.5,3.7,3.571428571,4.142857143,3.8,2,3
611,25 - 29,R_27stT1Htt52f1ue,Male,Mercy,82,1,2,4,3,PC,Support,Female,10,4.857142857,6.7,6.7,3.571428571,4.285714286,3,3.625,1.666666667
612,21 - 24,R_1hZ3swbhDVPzEDC,Male,Sombra,37,1,2,4,3,PC,Offense,Female,19,2.714285714,5.4,5.5,5,3.857142857,2.1,3.75,4.111111111
613,21 - 24,R_31nNog7Fg3ksU2x,Female,Mercy,100,3,2,4,1,PC,Support,Female,8,4.571428571,6.3,4.3,3.714285714,4.571428571,3.4,3.5,1.777777778
614,25 - 29,R_1QtPcUuSezR6ZLZ,Male,Mei,84,2,1,3,4,Playstation,Defense,Female,10,3.714285714,5.5,2.2,3.571428571,4.428571429,2.9,3.875,1.555555556
615,21 - 24,R_1PZx4SCbX6atpJo,Male,Zenyatta,73,1,3,2,4,Playstation,Support,Male,4,4.285714286,3.9,3.2,4.285714286,4.428571429,4.6,2.75,2.777777778
616,21 - 24,R_ZFeEI0U3LldUrtL,Male,Roadhog,74,2,1,3,4,Playstation,Tank,Male,16,4.857142857,2.6,3.8,4,3.714285714,3.2,3.125,3
617,18 - 20,R_3qPxlAaUIGxl7tT,Male,McCree,40,2,1,4,3,Playstation,Offense,Male,17,3.142857143,5,2.9,3.285714286,4.571428571,3.7,1.5,2.555555556
618,18 - 20,R_2bJzEmwAPK2rdjN,Male,Winston,33,1,2,4,3,PC,Tank,Male,17,5.571428571,5.6,4.1,3,3,2.2,3.375,3.222222222
619,21 - 24,R_cvRSUpI78F6opAR,Male,Orisa,61,4,2,3,1,PC,Tank,Female,20,3.714285714,5.6,4.3,4.857142857,4.285714286,4.2,1.5,3.666666667
620,25 - 29,R_26hV1CMQXN0cznH,Male,Zarya,39,1,2,3,4,PC,Tank,Female,4,3.714285714,2.8,3,3.428571429,3.428571429,2.8,2.25,2.666666667
621,30 - 34,R_2e5aD5BluMyCJYI,Male,Zenyatta,70,1,2,4,3,PC,Support,Male,11,3.571428571,4.6,3.3,2.714285714,4,3.5,1.875,2.777777778
622,25 - 29,R_2SBjRJpOfgJ0sgk,Male,Mei,76,3,2,4,1,XBox,Defense,Female,19,3.428571429,4,3.9,4,4.857142857,3.8,2.25,4.666666667
623,18 - 20,R_1FlFHeLHy9Vzwtv,Male,Lucio,27,4,1,2,3,PC,Support,Male,19,5.285714286,6.4,5.8,3.714285714,3.714285714,2.9,3,3.111111111
624,18 - 20,R_eEbooI1ggBKcs01,Male,Mercy,80,2,1,3,4,PC,Support,Female,11,5.285714286,6.7,5.2,1.714285714,2.714285714,3.3,4.625,1.222222222
625,21 - 24,R_WkOPW7O7MFRvOV3,Male,Zenyatta,50,1,2,4,3,PC,Support,Male,11,5.142857143,5.8,4.9,4.571428571,3.142857143,1.9,4.625,2
626,18 - 20,R_SN4oylmszNHPGF3,Female,D. Va,70,1,2,4,3,Playstation,Tank,Female,17,4.714285714,5.6,5.9,3.571428571,4.428571429,3.6,3.75,2.555555556
627,21 - 24,R_2e1Yvd6ioZ6C4VQ,Male,Tracer,50,1,2,4,3,PC,Offense,Female,17,2,4.5,3.8,3.428571429,3.857142857,3.4,1.75,3.222222222
628,21 - 24,R_1dHcSu7BTPV6VG8,Female,Zarya,49,4,1,2,3,PC,Tank,Female,8,4.571428571,5.4,4.4,4.857142857,4.428571429,2.7,1.875,1.333333333
629,18 - 20,R_2wGiB7AG0zSHOdR,Female,Pharah,39,2,1,3,4,PC,Offense,Female,16,2.285714286,4.5,4.3,4.571428571,4.428571429,3.2,1,2.444444444
630,21 - 24,R_31ZcseSHIydfJSF,Male,D. Va,24,3,1,4,2,Playstation,Tank,Female,13,2.714285714,5,3,2.428571429,3.285714286,4.3,1.625,3.111111111
631,25 - 29,R_3O7GXFMwKOD45QI,Male,Torbjorn,9,2,1,3,4,XBox,Defense,Male,19,4,4.6,3.4,3,3.571428571,3.7,3.25,3.666666667
632,18 - 20,R_xocPMeGglhaEgaB,Male,Genji,28,3,1,4,2,PC,Offense,Male,14,3.857142857,4.4,4,4.428571429,3.571428571,3.4,2.75,2.888888889
633,18 - 20,R_2ZVbFYZ6nmO4qsU,Male,Sombra,30,1,2,4,3,Playstation,Offense,Female,16,3.142857143,1.1,1.7,3.857142857,2.714285714,2.6,3.75,3.888888889
634,25 - 29,R_sXnW67UnOtJHXLH,Male,Pharah,76,2,1,4,3,PC,Offense,Female,5,3.571428571,4.9,3.6,4.714285714,3.714285714,3.2,2.5,2.444444444
635,21 - 24,R_2wsD8ExTbT76bue,Male,Reinhardt,44,2,1,4,3,PC,Tank,Male,10,5.714285714,6.5,4.4,2.714285714,2.857142857,3.2,3.125,1.444444444
636,30 - 34,R_26bsMAx17SPzmfg,Male,Roadhog,77,2,1,3,4,Playstation,Tank,Male,12,3.428571429,5,3.8,3.857142857,4.428571429,4.4,2.375,2.888888889
637,18 - 20,R_3IVOvJFokEM8aec,Male,Reinhardt,48,2,1,4,3,Playstation,Tank,Male,12,3,4.3,4.1,4.714285714,4.142857143,3.7,2.25,3.444444444
638,21 - 24,R_3NEbWkU4NWW3G8v,Male,Mei,50,1,2,3,4,PC,Defense,Female,11,2.857142857,1.4,1.5,4.571428571,4.571428571,4.1,1,3.222222222
639,25 - 29,R_3pihVNjI4CZ2nff,Female,Mercy,39,4,1,2,3,Playstation,Support,Female,6,3.714285714,6.6,4.8,2.857142857,3.142857143,3.1,3.25,1.555555556
640,18 - 20,R_szKTMLcNxekuG9H,Female,Pharah,31,2,1,4,3,PC,Offense,Female,16,4.714285714,5.1,5.1,4.285714286,4.714285714,3.2,2,3.222222222
641,18 - 20,R_1ojsrNyn0VElOfx,Female,Ana,51,2,1,4,3,PC,Support,Female,12,4.714285714,6.9,5.3,4,3.714285714,2.6,3.5,1.666666667
642,30 - 34,R_2uqRVBasegp5bwg,Male,Symmetra,24,2,1,3,4,PC,Support,Female,8,2.428571429,3.7,2.5,3.428571429,4.428571429,2.9,1.75,2.555555556
643,18 - 20,R_30riRNUCHsNJVF9,Male,Pharah,85,1,2,3,4,XBox,Offense,Female,9,3,3.6,2.7,3.714285714,4.714285714,3.8,1.625,2
644,30 - 34,R_117RgnEb1rqKbF8,Male,Symmetra,31,2,1,3,4,PC,Support,Female,17,2.714285714,4.8,2.9,5,4.571428571,2.9,3,3.222222222
645,18 - 20,R_2cuUaM5NYPwofJM,Male,Mercy,53,1,2,4,3,Playstation,Support,Female,10,3,4.9,1.9,3.714285714,4,4,2.25,2.555555556
646,30 - 34,R_1IaZ3H9BUvps8oE,Male,Zenyatta,56,2,1,4,3,PC,Support,Male,13,2.285714286,1.8,1.4,4.857142857,4.285714286,2.4,2.875,3.111111111
647,18 - 20,R_VV8yR1SQ0LsMVcB,Male,Doomfist,81,3,1,4,2,Playstation,Offense,Male,12,4.714285714,6.6,5.1,2.857142857,1.285714286,2.1,3,1.444444444
648,21 - 24,R_1EYyLVexx3S9sQh,Male,Winston,80,3,1,2,4,PC,Tank,Male,11,1.142857143,3.8,1.4,4.714285714,3.714285714,2.9,1.875,3
649,21 - 24,R_3et23ZOFyj3kbsz,Male,Roadhog,34,2,1,4,3,PC,Tank,Male,20,3.285714286,4.3,3.9,4.142857143,4.142857143,3.5,1.625,3.444444444
650,18 - 20,R_2AQljzI4sM3YOmd,Male,Mei,39,1,2,3,4,PC,Defense,Female,16,6.571428571,6.4,5.8,4.857142857,4,2.8,4,3.333333333
651,18 - 20,R_3lRAnfE4QUds6ok,Male,McCree,80,2,1,3,4,PC,Offense,Male,10,3.714285714,4,3.5,3,3.714285714,3.4,2.625,2.333333333
652,25 - 29,R_ZxgOjdEhTBrHxwl,Male,Hanzo,97,2,1,4,3,PC,Defense,Male,15,4.571428571,4.5,5.3,2.857142857,3.142857143,3.8,1.625,3.666666667
653,25 - 29,R_20M5274xHcQpz3j,Male,Winston,74,2,1,4,3,PC,Tank,Male,13,2.714285714,4.3,3,3.428571429,4,4,2.625,2.888888889
654,18 - 20,R_6h6et15Lk1lYD7P,Male,Zarya,70,2,1,3,4,PC,Tank,Female,12,2.714285714,5.2,3.7,3.714285714,3.714285714,2.8,1.625,3.444444444
655,18 - 20,R_2VmuisyJ8d24kbX,Male,Reinhardt,100,1,2,4,3,PC,Tank,Male,11,3.428571429,3.7,3.8,3,2.857142857,3.3,2.125,2.666666667
656,25 - 29,R_RyN5dZGkVWtguat,Male,Roadhog,75,2,1,3,4,PC,Tank,Male,8,3.571428571,4.4,4.3,4.428571429,4.142857143,3.7,2.125,1.666666667
657,18 - 20,R_3Mo0xmtthELugEI,Male,Genji,32,4,1,3,2,Playstation,Offense,Male,9,4.285714286,6.6,5.5,2.571428571,3.714285714,3.2,3.25,1.555555556
658,40 - 49,R_3exhsGAwEQ5j9vT,Male,Mei,30,1,3,2,4,XBox,Defense,Female,17,3.428571429,4.3,3.4,2.571428571,4.428571429,3.2,3.125,3.444444444
659,21 - 24,R_22KOxC5CLvde4YZ,Male,D. Va,90,1,2,3,4,PC,Tank,Female,12,3.285714286,2.8,2.2,4.714285714,4.714285714,2.5,3.125,3.222222222
660,30 - 34,R_1pYxixBRxTA2kB2,Male,Mercy,28,1,2,3,4,Playstation,Support,Female,19,2.571428571,2.9,4.4,3.571428571,3,4.5,2.125,4.222222222
661,18 - 20,R_RagDNCB7DOwIIBb,Male,Genji,0,3,1,4,2,PC,Offense,Male,13,3.714285714,5.3,3.8,2.285714286,3.142857143,3.3,2.625,2.333333333
662,25 - 29,R_UQmOimRde5fJO2B,Male,Zarya,90,2,1,4,3,XBox,Tank,Female,12,3.571428571,3.7,2.7,3,2.857142857,2.8,2.25,3.111111111
663,21 - 24,R_roOJeHwfLi1O8rD,Male,Junkrat,49,3,1,4,2,XBox,Defense,Male,6,4.428571429,2.3,3.1,3.857142857,2.428571429,4.5,1.875,1.777777778
664,21 - 24,R_1GylUqhDNkH6e8S,Male,Sombra,40,2,1,3,4,PC,Offense,Female,14,3.428571429,4.6,5,4.285714286,4.428571429,2.4,3.375,1.555555556
665,18 - 20,R_2tsbYTltbj4oGhg,Male,Sombra,77,3,1,2,4,PC,Offense,Female,8,4,6,5.5,3.857142857,3.714285714,3.4,2.875,2.222222222
666,18 - 20,R_e2wB1Zag8LcRuaR,Male,Junkrat,29,2,1,4,3,Playstation,Defense,Male,9,1.571428571,4,3.6,3.428571429,4,4,1.75,3.222222222
667,21 - 24,R_1r8t8Lwu8i69Nd1,Male,Doomfist,9,3,2,1,4,PC,Offense,Male,12,4.428571429,5.1,4.3,3.285714286,2.857142857,3.9,2.5,3
668,35 - 39,R_1OothTqH9ErMqxq,Male,Sombra,70,1,2,3,4,PC,Offense,Female,22,3.714285714,5.3,4.8,4.285714286,4.285714286,3.2,3.125,3.555555556
669,18 - 20,R_3nl5P4PAbfA55gx,Male,Lucio,0,2,1,4,3,PC,Support,Male,16,3.571428571,4.1,3.6,3.428571429,3.285714286,3.6,2.75,3.555555556
670,21 - 24,R_2rJD8CRg8XX4jmZ,Female,Zenyatta,76,1,2,3,4,PC,Support,Male,14,3,4.7,2.5,4.142857143,4.428571429,3.7,1.625,2.777777778
671,18 - 20,R_3huVDiuU0WgqiP8,Male,Mercy,71,2,1,3,4,PC,Support,Female,12,6.285714286,6.1,6.1,4.142857143,2.571428571,2.7,4.25,1.777777778
672,25 - 29,R_2xznF6FYljxA29M,Male,Mei,74,1,2,3,4,Playstation,Defense,Female,12,2.428571429,4.6,2.8,4.142857143,4.285714286,2.4,2.875,2.444444444
673,30 - 34,R_e3BiWZVUO775DMJ,Male,Reinhardt,50,2,1,4,3,PC,Tank,Male,6,3.428571429,4.3,3,3.285714286,4,2.7,2.125,2
674,18 - 20,R_2o954YQmG3uN43f,Male,Reinhardt,70,2,1,3,4,PC,Tank,Male,15,5.142857143,6.6,6.2,3.285714286,3.714285714,3.3,3,3.222222222
675,25 - 29,R_PMuLKFOrKX62mNH,Male,Genji,36,3,1,4,2,PC,Offense,Male,13,3.714285714,5.6,3.4,5,3.571428571,1.9,4.75,2.444444444
676,21 - 24,R_12yEjJCzlBfbYKo,Male,Zenyatta,26,2,3,1,4,XBox,Support,Male,9,2.571428571,5.8,2.3,4.428571429,3.857142857,2.7,3.875,1.777777778
677,30 - 34,R_33Doxo9izJ8fm3u,Female,D. Va,12,1,2,4,3,PC,Tank,Female,15,4.714285714,5.5,2.7,3.714285714,3.142857143,3.8,2.125,2.111111111
678,21 - 24,R_1QMnjwugeiWzXuC,Male,D. Va,24,2,1,3,4,PC,Tank,Female,9,3.285714286,2.8,2.9,3.285714286,3.714285714,3,2.5,3.888888889
679,18 - 20,R_26lotRZ2rCS4krR,Male,Reinhardt,85,1,2,3,4,PC,Tank,Male,10,5.285714286,5.8,4.3,4.285714286,5,2.9,4.25,1
680,25 - 29,R_1mscgGqXV7NtwOn,Female,Lucio,31,1,2,3,4,PC,Support,Male,13,3.142857143,4.8,4.3,4.571428571,3.428571429,2.3,3.25,3.555555556
681,18 - 20,R_1NraoOHkMHjjK1O,Male,Ana,91,2,1,3,4,XBox,Support,Female,10,3.857142857,6.5,5.8,3.857142857,4.285714286,3,3.875,1.444444444
682,21 - 24,R_UDv415Y3Q55pH9f,Male,Genji,3,3,2,4,1,PC,Offense,Male,12,1.714285714,3.3,4.1,4.142857143,3.857142857,4,1.875,3.222222222
683,18 - 20,R_12aPuICg5p0qxpP,Male,Tracer,49,2,1,4,3,Playstation,Offense,Female,11,2.142857143,2.8,3.5,3.142857143,4.714285714,3.3,3.375,3.666666667
684,25 - 29,R_3fDDhysKHl2kdLy,Male,Tracer,49,2,1,4,3,PC,Offense,Female,17,1.142857143,3.7,2.3,4,3,3.2,2.875,3.555555556
685,21 - 24,R_ufRFUGUsz4nQVTb,Male,Ana,50,1,2,4,3,XBox,Support,Female,13,2.857142857,4.7,2.8,3.571428571,4,3.4,1.875,3.111111111
686,21 - 24,R_3oSLKPWFTlYaVTy,Male,Widowmaker,60,3,1,2,4,PC,Defense,Female,18,4.142857143,6.8,5.8,3.428571429,3.142857143,3.3,2.875,4
687,40 - 49,R_3e9pRzp2TxHzIkZ,Female,Mei,36,4,1,2,3,Playstation,Defense,Female,11,3.571428571,5.6,4.2,4.714285714,4.285714286,2.7,3,2.444444444
688,21 - 24,R_2WNolEk21WR8wZX,Male,Genji,24,2,1,3,4,PC,Offense,Male,19,3.285714286,4.7,4.7,3.857142857,4,3.1,3.5,2.888888889
689,18 - 20,R_0Ao00fj4ys5ps1r,Male,Lucio,100,2,1,3,4,PC,Support,Male,16,4.142857143,1.8,1.8,2.857142857,4,4.5,1.125,1.777777778
690,25 - 29,R_1IKqIoCATqwJAvB,Male,Symmetra,60,1,2,4,3,PC,Support,Female,13,3.428571429,5.3,4.4,4,3.571428571,3.1,4.125,3.222222222
691,18 - 20,R_sbeQbGsACAmJpF7,Male,Reaper,61,2,1,4,3,PC,Offense,Male,20,4.571428571,5.9,5.7,3.857142857,2.428571429,1.9,1.75,3.555555556
692,18 - 20,R_1CeehOkzeI3Kmjd,Male,Genji,21,3,1,4,2,XBox,Offense,Male,17,2.571428571,3.4,3.4,4.142857143,4.857142857,2,1.5,4.111111111
693,25 - 29,R_vxArYznG6RWDUOd,Male,Sombra,39,2,1,3,4,PC,Offense,Female,10,2.285714286,4.2,2,4.857142857,3.857142857,2.4,4,1.444444444
694,25 - 29,R_2AGTlhJ1eQvtPZB,Male,Soldier: 76,57,2,1,4,3,PC,Offense,Male,9,3.714285714,4.7,4.2,4.428571429,2.857142857,2.3,3.75,2.777777778
695,30 - 34,R_1FhLaXeGFXiAnsG,Female,Pharah,60,3,1,4,2,PC,Offense,Female,9,6.428571429,6.9,6.1,4.857142857,3.285714286,3.2,2.25,1.666666667
696,18 - 20,R_SB3ZotNV7eYIJIl,Male,Mercy,94,1,2,4,3,PC,Support,Female,20,3.428571429,5.2,4.4,3.714285714,4,3.7,1.875,4.111111111
697,25 - 29,R_2drSPl6nkFdQhnr,Female,Hanzo,61,4,1,3,2,PC,Defense,Male,14,3.571428571,4,4.3,4.571428571,4.714285714,3.3,2.125,3
698,21 - 24,R_2uX0YH1rxuTFKVd,Male,Roadhog,48,3,1,4,2,Playstation,Tank,Male,15,3.714285714,5.1,4.2,2.142857143,3.285714286,2.4,2.25,3.444444444
699,21 - 24,R_2Pp0UoVt68RfoX7,Male,Sombra,32,4,1,3,2,Playstation,Offense,Female,9,4,5.9,5.6,3.142857143,4,2.4,3.5,1.555555556
700,25 - 29,R_33myVoSTpOp7Vae,Male,Junkrat,48,3,2,1,4,PC,Defense,Male,7,3.714285714,3.2,2.2,4.714285714,3.714285714,2.9,3.5,1.555555556
701,25 - 29,R_2D8mIs9cEEYOoWm,Female,Mercy,39,4,2,1,3,Playstation,Support,Female,14,3.428571429,4.5,4.8,4.428571429,4,3.4,2.5,3.333333333
702,18 - 20,R_2zO90NvksInvglH,Male,Winston,91,3,1,4,2,PC,Tank,Male,11,4,4,3.9,3.428571429,4.428571429,2.3,2.75,2.222222222
703,35 - 39,R_22YsMlfdyqH9CSN,Male,Widowmaker,100,4,1,3,2,PC,Defense,Female,15,2.714285714,1.9,1.7,4.142857143,4.571428571,4.3,1.25,3.333333333
704,21 - 24,R_3kd2cXJfSYoOs3F,Male,Sombra,80,2,4,1,3,XBox,Offense,Female,4,4.714285714,5.8,3.6,3.285714286,4.714285714,2.1,4.375,1.777777778
705,18 - 20,R_2D0JErow3xjXKfT,Male,Reaper,80,1,2,4,3,PC,Offense,Male,20,3.428571429,4.3,3.8,3.428571429,3.714285714,3.5,1.875,3.777777778
706,21 - 24,R_278sf5bR1QaTHpY,Male,Zarya,84,1,2,4,3,PC,Tank,Female,8,5,5.3,4.2,3.285714286,3.428571429,3.2,2.875,2.333333333
707,30 - 34,R_3Dvarwqg3kO9MwX,Male,Zenyatta,0,3,1,2,4,PC,Support,Male,10,3.571428571,5.3,4.5,3.714285714,2.857142857,2.6,4.875,2.222222222
708,18 - 20,R_ZvEwLuLy0pioJi1,Female,Widowmaker,75,2,1,4,3,XBox,Defense,Female,12,2.857142857,3.8,2.1,3.571428571,2.285714286,3.8,4.375,2
709,18 - 20,R_3Gfxdv2z3Nxahi1,Male,Reinhardt,93,1,2,4,3,PC,Tank,Male,13,2.571428571,3.5,4.4,4.714285714,4.428571429,2.9,1.5,3
710,18 - 20,R_3frBRtIXFZH8yzN,Female,McCree,8,4,1,2,3,PC,Offense,Male,5,6.428571429,6,6,3,2.285714286,3.6,3,1.666666667
711,21 - 24,R_3MGA3gVpxmRWAAb,Male,Pharah,68,3,1,4,2,Playstation,Offense,Female,11,4.571428571,6,4.2,3.857142857,4.142857143,3.4,4,2.333333333
712,21 - 24,R_1IA7gZY4mPp7wzv,Male,Hanzo,34,1,3,2,4,PC,Defense,Male,5,2.857142857,5.9,4.8,4.571428571,3.714285714,3.7,4,2.444444444
713,18 - 20,R_1msjpQGC2KjQZAO,Female,Lucio,43,1,2,3,4,PC,Support,Male,8,4.857142857,6.8,2.8,4.571428571,4.142857143,1.7,4.5,1.444444444
714,21 - 24,R_eMa3dkChboiCR1f,Male,Sombra,70,2,1,4,3,PC,Offense,Female,21,4.428571429,5.1,4.3,5,4.714285714,2.5,3.5,2.666666667
715,18 - 20,R_1CjZ3QDH67NY2we,Male,Junkrat,66,4,2,3,1,Playstation,Defense,Male,13,4,3.4,2.6,3.571428571,2.714285714,3,2.5,2.888888889
716,21 - 24,R_1Ka6U8H5R9ujByY,Male,Lucio,72,2,1,3,4,PC,Support,Male,10,4.428571429,5.5,5.3,4.285714286,4.571428571,3.3,2.25,2.888888889
717,21 - 24,R_3HFiUzBMNipYMnj,Male,Junkrat,63,2,1,4,3,PC,Defense,Male,17,2.285714286,4.5,2.1,4.142857143,4.857142857,3.5,1.25,3.222222222
718,21 - 24,R_3Phv7SK72GSrwQg,Female,Zenyatta,74,1,2,4,3,PC,Support,Male,20,2.428571429,4.2,3,4.571428571,4,2.6,2.875,2.555555556
719,30 - 34,R_Q6MuufXi6aw328N,Male,McCree,75,2,1,3,4,PC,Offense,Male,15,1.714285714,3.3,3.4,3.142857143,3.857142857,3.8,2.375,3
720,18 - 20,R_2ZQbovWESN4Tva3,Male,McCree,71,2,1,4,3,PC,Offense,Male,13,3.285714286,4.3,4.1,4,4.285714286,2.4,2.5,2.444444444
721,18 - 20,R_1OxyNhLKRDtyDhX,Male,Mercy,51,1,2,3,4,Playstation,Support,Female,11,2.857142857,5.8,3.9,3.285714286,4.857142857,2.8,2.375,3
722,25 - 29,R_1KvGd51CdPpLD71,Female,Pharah,27,3,1,4,2,PC,Offense,Female,18,2.142857143,5.3,3.5,4.714285714,4.714285714,3.6,3.25,3.555555556
723,35 - 39,R_1OjVLyd4Lbqg76m,Male,Orisa,89,2,1,4,3,Playstation,Tank,Female,10,2,3.7,4.2,3,3.571428571,4.3,1.125,4.222222222
724,30 - 34,R_7QXsGE4rqx948Vj,Male,Winston,82,3,1,4,2,PC,Tank,Male,13,5.142857143,4,5.3,3.857142857,4.428571429,2.8,1,3.444444444
725,21 - 24,R_3men0Hve9LnhBuD,Male,Symmetra,39,4,1,2,3,Playstation,Support,Female,13,4.714285714,6.3,4.2,3.571428571,4,2.7,3.375,1.666666667
726,25 - 29,R_1QsGztDMPrK27Fl,Male,Zenyatta,33,2,1,3,4,PC,Support,Male,18,4.142857143,4,4.4,4.285714286,4.428571429,3.3,3.375,3.444444444
727,18 - 20,R_ABg4q4ex7r4ClJD,Male,Lucio,81,2,1,3,4,PC,Support,Male,9,3,4.2,3.5,4,4.142857143,3,1.875,2.333333333
728,18 - 20,R_2UXI0DubMh2bWNM,Male,Lucio,36,2,1,4,3,XBox,Support,Male,16,3.285714286,3.7,3.8,3.857142857,3.714285714,4.1,1.75,4.666666667
729,18 - 20,R_2AL6didMOb36svZ,Female,Tracer,85,1,2,3,4,PC,Offense,Female,18,3,5.3,3.9,5,4.285714286,2.5,3.75,3.111111111
730,40 - 49,R_1mIP3gdh7kSZbya,Male,D. Va,85,2,1,4,3,PC,Tank,Female,16,1.571428571,2.9,2.2,3.142857143,3.714285714,3.3,1.625,3.777777778
731,21 - 24,R_10DatGGVoZatmDL,Male,Sombra,63,1,3,4,2,XBox,Offense,Female,14,4.571428571,4.6,4.7,4.428571429,3.428571429,4.2,2.875,2.777777778
732,35 - 39,R_2WvxFBJZcehb3z7,Male,Mercy,80,1,2,3,4,PC,Support,Female,9,1.857142857,2.8,1.8,4.285714286,4.857142857,3.7,1.25,3.111111111
733,35 - 39,R_2TMOdxTa0EBSx1D,Male,Lucio,44,2,1,4,3,Playstation,Support,Male,14,4.285714286,5.4,5.3,1.857142857,3.428571429,3.6,2.5,2.222222222
734,30 - 34,R_2QPLP5BQFnpsTDz,Male,Orisa,30,1,2,4,3,Playstation,Tank,Female,14,3,4.4,4.5,4.857142857,4.857142857,4.2,1.5,4.222222222
735,35 - 39,R_2ePEBIbccJIDtUx,Male,D. Va,54,1,2,4,3,PC,Tank,Female,9,4,3.9,3.1,3.285714286,3.714285714,3,1.75,2.888888889
736,25 - 29,R_2SrxXlsCeyEflmt,Male,Junkrat,48,2,1,3,4,Playstation,Defense,Male,15,2.857142857,5.8,5,3.428571429,3.857142857,3.7,2.5,2.777777778
737,40 - 49,R_1IBpKigpc0ep3xN,Male,Junkrat,75,2,1,4,3,PC,Defense,Male,14,3,3.8,4,3.285714286,4.428571429,4.1,1.25,3
738,21 - 24,R_1eCSCyk4krOiT5T,Female,Zarya,70,1,2,4,3,PC,Tank,Female,11,3,5.7,5.2,3,4.428571429,2.7,3.125,2.111111111
739,18 - 20,R_1djbOdsSJ0zhXaV,Male,McCree,28,1,2,4,3,Playstation,Offense,Male,12,3.285714286,3.6,2.7,3,3.142857143,3,1.25,4.444444444
740,18 - 20,R_2wylbTWHsp674YL,Male,Roadhog,18,4,1,3,2,PC,Tank,Male,11,3.142857143,4.1,2.7,3,2.428571429,2.4,3,2.666666667
741,21 - 24,R_2fBZ3kxExnQXTzo,Male,Mei,29,1,3,4,2,XBox,Defense,Female,16,4,5.2,5.8,4.571428571,4.571428571,3.1,3.875,2.888888889
742,21 - 24,R_1C77Ok7TRK4MIaF,Male,Doomfist,49,2,1,3,4,PC,Offense,Male,6,4.714285714,5.3,3.5,2.857142857,3.571428571,3.2,1.875,2.555555556
743,18 - 20,R_3pCXGEC5m6jNNjb,Male,McCree,75,1,2,3,4,PC,Offense,Male,14,4.285714286,4.6,4.6,3.714285714,4.142857143,3.7,1.75,3.111111111
